datetime,content
[datetime]: 2025-04-25 19:36:55,[content]: 【洪田股份：公司及董事舒志高因涉嫌未按规定披露关联交易等违法违规被立案调查】洪田股份(603800.SH)公告称，公司及公司董事舒志高于2025年4月25日分别收到中国证监会下发的《立案告知书》，因公司涉嫌未按规定披露关联交易等违法违规，舒志高涉嫌未按规定披露重大事项，证监会决定对公司和舒志高予以立案。
[datetime]: 2025-04-25 19:36:47,[content]: 【太极实业：2024年净利润6.57亿元，同比减少9.98%】太极实业公告，2024年营业收入351.72亿元，同比减少10.68%。归属于上市公司股东的净利润6.57亿元，同比减少9.98%。拟以股权登记日的总股本为基数，按每10股派发现金红利0.95元（含税）向全体股东分配，共计派发现金红利2亿元，剩余未分配利润结转下一年度。本次拟派发的现金红利占2024年公司归属于母公司股东净利润的30.43%。2024年度不进行送股及资本公积金转增股本。
[datetime]: 2025-04-25 19:36:43,[content]: 【太极实业：拟以1亿元至1.2亿元回购股份】太极实业公告，公司拟以不低于1亿元且不超过1.2亿元资金回购股份，回购价格不超过10.38元/股。本次回购股份将全部用于注销并减少公司注册资本，预计回购股份数量为963.39万股至1156.07万股，占公司总股本的0.46%-0.55%。回购期限为股东大会审议通过后12个月内，资金来源为公司自有资金或自筹资金。回购旨在维护公司价值，增强投资者信心，稳定及提升公司价值。
[datetime]: 2025-04-25 19:36:25,[content]: 【太极实业：2025年第一季度净利润1.18亿元，同比下降20.49%】太极实业公告，2025年第一季度营收为67.19亿元，同比下降0.10%；净利润为1.18亿元，同比下降20.49%。
[datetime]: 2025-04-25 19:36:24,[content]: 【中南传媒：2025年第一季度净利润3.69亿元，同比增长29.99%】中南传媒公告，2025年第一季度营收为28.74亿元，同比下降4.18%；净利润为3.69亿元，同比增长29.99%。
[datetime]: 2025-04-25 19:36:17,[content]: 【中南传媒：2024年净利润同比下降26.12%】中南传媒公告，2024年度公司实现营业收入133.49亿元，同比下降1.94%；归属于上市公司股东的净利润13.7亿元，同比下降26.12%。公司拟以实施权益分派股权登记日登记的总股本为基数，向全体股东每10股派发现金红利4.5元（含税），合计拟派发现金红利8.08亿元（含税）。本年度公司现金分红总额占合并报表中2024年度实现的归属于上市公司股东净利润比例为72.09%。
[datetime]: 2025-04-25 19:34:39,[content]: 【骏亚科技：2025年第一季度净利润1509.87万元】骏亚科技公告，2025年第一季度营收为5.92亿元，同比增长22.11%；净利润为1509.87万元，去年同期净亏损1596.9万元。
[datetime]: 2025-04-25 19:34:37,[content]: 【绿田机械：2024年净利润1.86亿元，同比增长3.44%】绿田机械公告，2024年营业收入22.49亿元，同比增长38.29%。归属于上市公司股东的净利润1.86亿元，同比增长3.44%。公司2024年度拟以实施权益分派股权登记日登记的总股本为基数分配利润，向全体股东每10股派发现金红利6元（含税）。
[datetime]: 2025-04-25 19:34:25,[content]: 【国家发展改革委与肯尼亚有关部门签署两份合作文件】2025年4月24日，在两国元首共同见证下，国家发展改革委主任郑栅洁与肯尼亚有关部门负责人签署政府间共建“一带一路”合作规划，国家数据局局长刘烈宏与肯尼亚有关部门负责人签署数字经济合作文件。双方签署《中华人民共和国政府与肯尼亚共和国政府关于共同推进“一带一路”建设的合作规划》，坚持共商共建共享原则，深化双方在基础设施、贸易投资、数字经济、财政金融、教育与人才培养、文化旅游、人文交流等重点领域的互利合作，推动中肯两国共建“一带一路”务实合作取得新进展。双方签署《中华人民共和国国家数据局和肯尼亚共和国信息、通信和数字经济部关于加强数字经济合作的谅解备忘录》，推动两国在数字化领域进一步协同发展，更好造福两国人民。（国家发展改革委微信公号）
[datetime]: 2025-04-25 19:33:50,[content]: 【欧盟宣布延长对缅甸个人和实体等制裁】当地时间4月25日，欧盟理事会发布公告称，对缅甸的制裁延长一年至2026年4月30日。目前，欧盟对缅甸实施的制裁共适用于106名个人和22个实体。制裁措施包括资产冻结和旅行禁令、出口禁令等。（央视新闻）
[datetime]: 2025-04-25 19:32:27,[content]: 【普门科技：2025年第一季度净利润5368.47万元，同比下降49.93%】普门科技公告，2025年第一季度营收为2.15亿元，同比下降29.69%；净利润为5368.47万元，同比下降49.93%。
[datetime]: 2025-04-25 19:32:24,[content]: 罗森布拉特证券将英特尔目标价从18美元下调至14美元。
[datetime]: 2025-04-25 19:32:02,"[content]: 印度4月18日当周外汇储备升至6,861.5亿美元。"
[datetime]: 2025-04-25 19:31:50,[content]: 【航行警告 渤海海峡黄海北部执行军事任务】据中国海事局网站消息，大连海事局发布航行警告，4月27日16时至5月11日16时，渤海海峡黄海北部部分海域执行军事任务，禁止驶入。 （央视军事）
[datetime]: 2025-04-25 19:30:36,[content]: 摩根士丹利：将英伟达的目标股价由162美元下调至160美元；将英特尔目标价从25美元下调至23美元。
[datetime]: 2025-04-25 19:30:33,[content]: 【不合规率下降0.81% 国家法定计量单位使用情况持续向好】记者今天了解到，市场监管总局公布2024年度计量单位使用情况监督检查结果。全国共检查受检单位33652家，受检产品总数522555件，不合规产品数量8910件，不合规率1.71%。与2023年相比，受检产品总数翻了一番，不合规率下降0.81个百分点。监督检查范围主要覆盖文化教育类、市场交易类、宣传和广告类三大领域。《中华人民共和国计量法》规定：“国家实行法定计量单位制度。”计量单位的规范使用是现代社会正常运转的基础，贯穿于科学研究、经济发展、社会管理和日常生活等各个方面。近年来，市场监管总局在规范计量单位使用方面采取了一系列措施，提升社会对国家法定计量单位的认知度和重视程度，有力推动我国计量单位的使用情况持续向好。
[datetime]: 2025-04-25 19:29:58,[content]: 【电投产融：2025年第一季度净利润2.64亿元，同比下降20.12%】电投产融公告，2025年第一季度营收为14.94亿元，同比下降3.54%；净利润为2.64亿元，同比下降20.12%。
[datetime]: 2025-04-25 19:29:44,[content]: 【电投产融：2024年净利润10.44亿元，同比下降17.82%】电投产融公告，2024年营业收入57.45亿元，同比下降5.47%。归属于上市公司股东的净利润10.44亿元，同比下降17.82%。向全体股东每10股派发现金红利0.69元（含税），送红股0股（含税），不以公积金转增股本。
[datetime]: 2025-04-25 19:29:41,[content]: 【光大银行：一季度归母净利润124.64亿元 同比增长0.31%】光大银行4月25日晚间披露一季报，公司2025年一季度实现营业收入330.86亿元，同比下降4.06%；归母净利润124.64亿元，同比增长0.31%。
[datetime]: 2025-04-25 19:27:53,[content]: 【洁特生物：2025年第一季度净利润1646.23万元，同比增长101.29%】洁特生物公告，2025年第一季度营收为1.24亿元，同比增长26.00%；净利润为1646.23万元，同比增长101.29%。
[datetime]: 2025-04-25 19:27:49,[content]: 【俄方证实俄总统普京正在会见美特使威特科夫】当地时间4月25日，俄罗斯总统新闻秘书佩斯科夫称，俄总统普京正在克里姆林宫会见美国中东问题特使威特科夫。据报道，当天，威特科夫在莫斯科同俄罗斯直接投资基金总裁德米特里耶夫举行了会面。25日早些时候，有消息说美国中东问题特使威特科夫抵达莫斯科，预计将于当天再次与俄总统普京讨论乌克兰问题。俄罗斯总统新闻秘书佩斯科夫此前表示，俄罗斯将继续推动乌克兰问题的政治解决进程，并对美国在此过程中发挥的调解作用表示肯定。（央视新闻）
[datetime]: 2025-04-25 19:27:49,[content]: 【越剑智能：2025年第一季度净利润同比增长179.22%】越剑智能公告，2025年第一季度营收为3.31亿元，同比增长40.36%；净利润为3335.69万元，同比增长179.22%。
[datetime]: 2025-04-25 19:27:33,[content]: 【中电联：预计2025年新投产发电装机有望超过4.5亿千瓦】中国电力企业联合会发布《2025年一季度全国电力供需形势分析预测报告》。报告指出，预计2025年全国新增发电装机规模有望超过4.5亿千瓦，其中新增新能源发电装机超过3亿千瓦。2025年底全国发电装机容量有望超过38亿千瓦，同比增长14%左右。其中，非化石能源发电装机23亿千瓦左右，占总装机的比重将超过60%。水电4.5亿千瓦、并网风电6.4亿千瓦、并网太阳能发电11亿千瓦、核电6500万千瓦、生物质发电4800万千瓦左右。火电15.5亿千瓦，其中煤电12.7亿千瓦左右，煤电所占总装机比重年底将降至三分之一左右。
[datetime]: 2025-04-25 19:27:27,[content]: 【大名城：2024年净亏损23.36亿元】大名城公告，2024年营业收入41.71亿元，同比下降64.34%。归属于上市公司股东的净亏损23.36亿元，去年同期净利润2.23亿元。公司拟不进行利润分配，亦不进行资本公积转增股本。
[datetime]: 2025-04-25 19:27:24,[content]: 【立航科技：公司股票将于2025年4月29日起实施退市风险警示】立航科技公告，因2024年度经审计的利润总额、净利润或者扣除非经常性损益后的净利润孰低者为负且扣除与主营业务无关的业务收入和不具备商业实质的收入后的营业收入低于3亿元，公司股票将于2025年4月28日停牌1天，并于2025年4月29日起实施退市风险警示，股票简称变更为“*ST立航”。公司股票在退市风险警示期间的日涨跌幅限制为5%。
[datetime]: 2025-04-25 19:26:56,[content]: 【电气风电：2025年第一季度净亏损1.87亿元】电气风电公告，2025年第一季度营业收入7.7亿元，同比增长64.04%。净亏损1.87亿元，去年同期净亏损2.12亿元。
[datetime]: 2025-04-25 19:26:53,[content]: 【中电联：预计2025年全年全社会用电量同比增长6%左右】中国电力企业联合会发布《2025年一季度全国电力供需形势分析预测报告》。报告指出，综合判断，预计2025年全国全社会用电量10.4万亿千瓦时，同比增长6%左右（暂未考虑全球贸易环境恶化的影响）；全年统调最高用电负荷15.5亿千瓦左右（若2025年夏季全国平均气温偏低于2024年，则最高用电负荷在15.2亿千瓦左右，若夏季气温再创历年新高，则最高用电负荷可能达到15.7亿千瓦左右）。
[datetime]: 2025-04-25 19:26:37,[content]: 【振华新材：正极材料生产线建设项目（义龙三期）暂缓实施】振华新材公告，公司于2025年4月24日召开董事会和监事会，审议通过了《关于募集资金投资项目重新论证并暂缓实施的议案》。根据该议案，公司将暂缓实施正极材料生产线建设项目（义龙三期）项目。截至2024年12月31日，该项目累计投入金额为0元。公司重新论证并暂缓实施该项目的原因是下游市场环境变化，导致项目预期收益受到影响，存在不确定性。公司将结合市场需求、建设必要性、项目预计收益等情况决定后续是否继续实施该项目。
[datetime]: 2025-04-25 19:26:33,[content]: 【敏芯股份：2024年净亏损3523.57万元】敏芯股份公告，2024年营业收入5.06亿元，同比增长35.71%。归属于上市公司股东的净亏损3523.57万元，去年同期净亏损1.02亿元。基本每股收益-0.63元／股。公司2024年度利润分配预案为：2024年度不派发现金红利，不送股，不以公积金转增股本。
[datetime]: 2025-04-25 19:26:19,[content]: 【振华新材：2025年第一季度净亏损9768.79万元】振华新材公告，2025年第一季度营业收入2.72亿元，同比下降57.31%。净亏损9768.79万元，去年同期净亏损1.37亿元。
[datetime]: 2025-04-25 19:26:00,[content]: 【巨力索具：2024年净亏损4584.83万元】巨力索具公告，2024年营业收入22.14亿元，同比下降4.88%。归属于上市公司股东的净亏损4584.83万元，去年同期净亏损871.39万元。公司计划不派发现金红利，不送红股，不以公积金转增股本。
[datetime]: 2025-04-25 19:25:57,[content]: 【巨力索具：2025年一季度净利润598.61万元，同比增长63.30%】巨力索具公告，2025年第一季度营业收入4.88亿元，同比增长12.44%。净利润598.61万元，同比增长63.30%。
[datetime]: 2025-04-25 19:25:56,[content]: 东盟地区论坛第16届海上安全会间会在北京成功举行。
[datetime]: 2025-04-25 19:25:47,[content]: 【长信科技：2025年一季度净利润7970.25万元，同比增长61.09%】长信科技公告，2025年第一季度营业收入27.93亿元，同比增长7.31%。净利润7970.25万元，同比增长61.09%。
[datetime]: 2025-04-25 19:25:10,[content]: 【大位科技：一季度净利润同比增长1103.78%】大位科技公告称，2025年第一季度营业收入为1.03亿元，同比增长4.43%；归属于上市公司股东的净利润为5105.52万元，同比增长1103.78%。公司本期处置部分闲置土地使用权及地上建筑物等，形成资产处置收益6748.69万元，使得净利润同比增幅较大。
[datetime]: 2025-04-25 19:24:57,[content]: 【蚂蚁财富向香港耀才证券发起要约收购】耀才证券今日公告称，上海云进信息技术有限公司通过旗下子公司蚂蚁财富，以每股3.28港元的价格向耀才证券发起要约收购。耀才证券成立于1995年，并于2010年在香港联交所上市。业内认为，双方合作有望促进耀才证券数字化及转型。蚂蚁财富公告显示，坚定看好中国经济和中国香港经济的长期发展，看好科技与财富管理结合带来的巨大市场机遇。
[datetime]: 2025-04-25 19:24:23,[content]: 【曼卡龙：2024年净利润9612.51万元，同比增长20.02%】曼卡龙公告，2024年营业收入23.57亿元，同比增长22.55%。归属于上市公司股东的净利润9612.51万元，同比增长20.02%。基本每股收益0.37元/股，同比增长5.71%。公司拟以2.62亿为基数，向全体股东每10股派发现金红利1.4元（含税），送红股0股（含税），以资本公积金向全体股东每10股转增0股。
[datetime]: 2025-04-25 19:24:06,[content]: 【粤万年青：2024年净利润同比减少87.57%】粤万年青公告，2024年营业收入2.79亿元，同比减少4.71%。归属于上市公司股东的净利润416.27万元，同比减少87.57%。基本每股收益0.03元/股，同比减少85.71%。公司拟向全体股东每10股派发现金红利0.5元（含税），送红股0股（含税），以资本公积金向全体股东每10股转增0股。
[datetime]: 2025-04-25 19:24:00,[content]: 市场消息：俄罗斯总统普京正在莫斯科会见特朗普的特使维特科夫。
[datetime]: 2025-04-25 19:22:43,[content]: 【龙大美食：2024年净利润2161.76万元，扭亏为盈】龙大美食公告，2024年营业收入109.9亿元，同比下降17.49%。归属于上市公司股东的净利润2161.76万元，去年同期为净亏损15.38亿元。基本每股收益0.02元/股。公司计划不派发现金红利，不送红股，不以公积金转增股本。
[datetime]: 2025-04-25 19:22:39,[content]: 【曼卡龙：2024年净利润9612.51万元，同比增长20.02%】曼卡龙公告，2024年营业收入23.57亿元，同比增长22.55%。归属于上市公司股东的净利润9612.51万元，同比增长20.02%。基本每股收益0.37元/股，同比增长5.71%。公司拟以2.62亿为基数，向全体股东每10股派发现金红利1.4元（含税），送红股0股（含税），以资本公积金向全体股东每10股转增0股。
[datetime]: 2025-04-25 19:21:31,[content]: 【三棵树：2024年净利润3.32亿元，同比增长91.27%】三棵树公告，2024年营业收入121.05亿元，同比下降2.97%。归属于上市公司股东的净利润3.32亿元，同比增长91.27%。向全体股东每10股派发现金红利3.2元（含税），同时以资本公积金转增股本方式向全体股东每10股转增4股，不送红股。
[datetime]: 2025-04-25 19:21:10,"[content]: 【沪光股份：2024年净利润6.7亿元，同比增长1,139.15%】沪光股份公告，2024年营业收入79.14亿元，同比增长97.70%。归属于上市公司股东的净利润6.7亿元，同比增长1,139.15%。基本每股收益1.53元／股，同比增长1,175.00%。公司拟以2024年度权益分派股权登记日的总股本为基数，向全体股东每股派发现金红利0.23元（含税），共计分配人民币1亿元（含税）。"
[datetime]: 2025-04-25 19:21:05,[content]: 【冠城新材：拟将12家公司股权转让至控股股东 终止重大资产重组程序】冠城新材公告，公司拟将持有的12家公司股权转让至公司控股股东或实际控制人指定的关联公司，交易方式为现金出售资产。经审慎评估，本次交易不构成《上市公司重大资产重组管理办法》规定的重大资产重组，公司决定终止本次重大资产重组程序，并将其转为一般关联交易事项继续推进。交易方案仍需进一步论证和沟通协商，具体交易价格等要素均未最终确定，尚需履行必要的决策和审批程序。本次交易相关事项尚存在不确定性，公司将及时履行信息披露义务。
[datetime]: 2025-04-25 19:20:24,[content]: 【云南旅游：2025年一季度净亏损4802.52万元】云南旅游公告，2025年第一季度营业收入4742.22万元，同比下降62.30%。净亏损4802.52万元，去年同期净亏损3167.81万元。
[datetime]: 2025-04-25 19:20:17,[content]: 【迈信林：2025年第一季度净利润4049.58万元，同比增长407.62%】迈信林公告，2025年第一季度营收为1.88亿元，同比增长168.82%；净利润为4049.58万元，同比增长407.62%。
[datetime]: 2025-04-25 19:20:17,[content]: 【再放宽 新版市场准入负面清单做了哪些调整？专家解读】我国新版市场准入负面清单昨天（4月24日）由国家发展改革委对外发布，市场准入限制进一步放宽。市场准入负面清单，虽然名字里有“负面”两个字，但其实一点也不负面。简单来说，市场准入负面清单是把所有不许做和限制做的汇总列出，除了清单上的不能干以外，其他没有列出的领域都可以依法投资经营。2018年，国家发展改革委、商务部印发了我国首版市场准入负面清单，今年这版是第4次修订。和第一版相比，清单上的事项压减了30%左右。最新版清单中，不许做和限制做的领域更少了。例如，非常受市场关心的就有一条，公章刻制业将由许可制改为备案制。国家发展改革委经济体制与管理研究所民营经济研究室副主任李红娟表示在改革之前，公章刻制行业需要取得相关行政部门的许可才能开展业务。这意味着从业者需要提交一系列材料，经过审查批准后，才能获得许可证书。而取消许可，则意味着从业者无需再经过这一烦琐的审批流程。从业者只需要在相关部门进行备案登记，提交必要的材料，即可开展业务。程序更简化，效率更高。（央视新闻）
[datetime]: 2025-04-25 19:20:15,[content]: 【迈信林：2024年净利润同比增长198.73%】迈信林公告，2024年营业收入为4.77亿元，同比增长62.35%；归属于上市公司股东的净利润4554.29万元，同比增长198.73%；基本每股收益0.31元／股，同比增长210%。公司拟向全体股东每10股派发现金红利1.57元（含税），合计拟派发现金红利2283.2万元（含税），占本年度归属于上市公司股东净利润的比例50.13%。
[datetime]: 2025-04-25 19:18:35,[content]: 【利君股份：2025年一季度净利润4638.92万元，同比下降17.80%】利君股份公告，2025年第一季度营业收入1.75亿元，同比下降14.67%。净利润4638.92万元，同比下降17.80%。
[datetime]: 2025-04-25 19:18:32,[content]: 【圣阳股份：2025年一季度净利润6068.68万元，同比增长17.25%】圣阳股份公告，2025年第一季度营收为7.54亿元，同比增长26.48%；净利润为6068.68万元，同比增长17.25%。
[datetime]: 2025-04-25 19:18:27,[content]: 【利君股份：2024年净利润1.2亿元，同比下降2.28%】利君股份公告，2024年营业收入7.76亿元，同比下降27.63%。归属于上市公司股东的净利润1.2亿元，同比下降2.28%。基本每股收益0.12元/股，与上年持平。公司拟向全体股东每10股派发现金红利0.6元（含税），送红股0股（含税），不以公积金转增股本。
[datetime]: 2025-04-25 19:18:23,[content]: 【圣阳股份：2024年净利润2.05亿元，同比增长18.25%】圣阳股份公告，2024年营业收入30.15亿元，同比增长7.17%。归属于上市公司股东的净利润2.05亿元，同比增长18.25%。基本每股收益0.45元/股，同比增长18.42%。公司拟向全体股东每10股派发现金红利0.4元（含税），不送红股，不以公积金转增股本。
[datetime]: 2025-04-25 19:17:56,[content]: 【金禄电子：2025年第一季度净利润1553.88万元，同比增长19.87%】金禄电子公告，2025年第一季度营业收入4.1亿元，同比增长20.35%。净利润1553.88万元，同比增长19.87%。
[datetime]: 2025-04-25 19:17:52,[content]: 【顶点软件：2025年第一季度净利润2132.46万元，同比增长31.57%】顶点软件公告，2025年第一季度营收为1.42亿元，同比增长3.16%；净利润为2132.46万元，同比增长31.57%。
[datetime]: 2025-04-25 19:17:25,[content]: 【今年一季度上海市进出口同比下降2.7% 出口增长12.6%】上海海关25日公布统计数据，今年一季度，上海市进出口总值为1.01万亿元人民币，较去年同期下降2.7%。其中，出口4622.4亿元，同比增长12.6%，且各单月出口均呈两位数增长。一季度，上海市主要工业金属材料出口快速增长。其中，钢材出口158.5亿元，同比大幅增长143.7%；铜材、铝材分别出口35亿元、33.7亿元，同比分别增长105.4%、14.9%。
[datetime]: 2025-04-25 19:16:43,[content]: 【柳化股份：2025年第一季度净利润218.16万元，同比下降14.03%】柳化股份公告，2025年第一季度营业收入3912.83万元，同比增长20.61%。净利润218.16万元，同比下降14.03%。
[datetime]: 2025-04-25 19:16:31,[content]: 【江苏国泰：2024年净利润11.06亿元，同比下降31.06%】江苏国泰公告，2024年营业收入388.91亿元，同比增长4.78%。归属于上市公司股东的净利润11.06亿元，同比下降31.06%。基本每股收益0.68元/股，同比下降31.31%。公司拟向全体股东每10股派发现金红利3元（含税），送红股0股（含税），不以公积金转增股本。
[datetime]: 2025-04-25 19:16:28,[content]: 【盘江股份：2025年第一季度净亏损1.05亿元】盘江股份公告，2025年第一季度营业收入24.82亿元，同比增长27.33%。净亏损1.05亿元，去年同期净利润2132.52万元。
[datetime]: 2025-04-25 19:16:25,[content]: 【江苏金租：与江苏交通控股集团财务有限公司签订金融合作协议】江苏金租公告，公司与江苏交通控股集团财务有限公司签订为期三年的《金融合作协议》。公司在交控财务每日最高存款余额不超过人民币15亿元；同时，公司给予交控财务同业授信额度不超过人民币6.4亿元，交控财务给予公司同业授信额度不超过人民币10亿元，具体同业拆借利率由双方根据市场价格厘定。该事项需提交公司股东大会进行审议批准。
[datetime]: 2025-04-25 19:15:56,[content]: 【江苏金租：2025年第一季度净利润7.72亿元，同比增长8.41%】江苏金租公告，2025年第一季度营业收入15.44亿元，同比增长20.47%。净利润7.72亿元，同比增长8.41%。
[datetime]: 2025-04-25 19:15:51,[content]: 【飞南资源：2025年第一季度净利润505.54万元】飞南资源公告，2025年第一季度营业收入30.43亿元，同比增长33.15%。净利润505.54万元，上年同期为-7500.38万元。
[datetime]: 2025-04-25 19:15:46,[content]: 【用友网络：2025年第一季度净亏损7.36亿元】用友网络公告，2025年第一季度营收为13.78亿元，同比下降21.22%；净亏损7.36亿元，去年同期净亏损4.53亿元。
[datetime]: 2025-04-25 19:15:06,[content]: 【国家金融监督管理总局有关司局负责人就《银行业金融机构董事（理事）和高级管理人员任职资格管理办法》答记者问】《办法》主要修订内容包括：一是秉持过罚相当原则，适当调整监管处罚对高管人员任职、提拔的影响，进一步区分处罚类型明确影响期限。二是压实金融机构主体责任，要求金融机构健全高管人员选拔任用程序和标准，明确金融机构及拟任高管人员应当对任职资格申请材料和报告材料的真实性、完整性负责。三是其他修订事项，包括对适用报告制的任职资格管理事项予以规范，统一明确报告事项的时限要求；与相关法律法规和监管制度加强衔接，完善部分任职资格基本条件表述等。
[datetime]: 2025-04-25 19:14:25,[content]: 【大智慧：一季度净利润扭亏为盈】大智慧发布2025年第一季度报告，实现营业收入1.65亿元，同比增长3.46%；归属于上市公司股东的净利润为237.82万元，上年同期为亏损6867.04万元，实现扭亏为盈。
[datetime]: 2025-04-25 19:13:55,[content]: 【ST东时：控股股东及其关联方累计归还占用资金0元】ST东时公告，截至本公告披露日，公司控股股东东方时尚投资及其关联方以现金方式累计归还占用资金0元，资金占用余额仍约为2.2亿元。若公司未能在2025年6月19日前清收2.2亿元被占用资金，上海证券交易所将对公司股票实施停牌，并在两个月内实施退市风险警示。
[datetime]: 2025-04-25 19:13:43,[content]: 【ST东时：控股股东司法拍卖股份被撤回】ST东时公告，公司控股股东东方时尚投资持有的公司625万股无限售流通股，约占公司总股本0.87%，原定于2025年4月25日-26日进行司法拍卖，但该拍卖已被撤回。申请执行人及其他执行债权人撤回执行申请是撤回原因。截至2025年4月24日，东方时尚投资持有公司16.32%股份，累计质押8.41%，累计被司法冻结及司法标记8.41%。此次司法拍卖撤回不会对公司生产经营产生直接重大影响，也不会导致公司控股股东和实际控制人发生变化。
[datetime]: 2025-04-25 19:13:37,[content]: 【中无人机：拟1亿元-2亿元回购股份】中无人机(688297.SH)公告称，拟1亿元-2亿元回购公司股份，回购价格不超过60.52元/股。回购股份拟用于股权激励或员工持股计划。
[datetime]: 2025-04-25 19:13:34,[content]: 【数据港：2025年第一季度净利润4405.59万元，同比增长23.22%】数据港公告，2025年第一季度营收为3.95亿元，同比增长3.57%；净利润为4405.59万元，同比增长23.22%。
[datetime]: 2025-04-25 19:13:30,[content]: 【红旗连锁：永辉超市减持1%公司股份】红旗连锁(002697.SZ)公告称，公司接到持股5%以上股东永辉超市通知，永辉超市通过集中交易方式减持公司股份1360万股，占公司总股本的1%。本次权益变动后，永辉超市持有公司股份13600万股，占公司总股本的10%。
[datetime]: 2025-04-25 19:12:53,[content]: 【益方生物：2024年净亏损2.4亿元】益方生物公告，2024年度营业收入1.69亿元，归属于上市公司股东的净亏损为2.4亿元，归属于上市公司股东的扣除非经常性损益的净亏损为2.5亿元，亏损幅度较上年同期均有所减少。公司2024年度利润分配方案为不派发现金红利，不送红股，不以资本公积金转增股本。
[datetime]: 2025-04-25 19:12:49,[content]: 据港交所文件：苏州纳芯微电子股份有限公司向港交所提交上市申请书。
[datetime]: 2025-04-25 19:12:05,[content]: 【科锐国际：2024年净利润2.05亿元，同比增长2.42%】科锐国际公告，2024年营业收入为117.88亿元，同比增长20.55%；归属于上市公司股东的净利润2.05亿元，同比增长2.42%；基本每股收益1.04元/股，同比增长2.33%。公司拟向全体股东每10股派发现金红利1.6元（含税），送红股0股（含税），以资本公积金向全体股东每10股转增0股。
[datetime]: 2025-04-25 19:11:58,[content]: 【科锐国际：2025年一季度净利润5778.39万元，同比增长42.15%】科锐国际公告，2025年第一季度营业收入33.03亿元，同比增长25.13%。净利润5778.39万元，同比增长42.15%。
[datetime]: 2025-04-25 19:11:50,[content]: 【波兰央行大力囤金，黄金储备9年间增4倍】波兰中央银行波兰国家银行24日宣布，波兰黄金储备总量突破500吨，自2016年以来增加4倍，在国家外汇储备中占比已超过两成。（新华社）
[datetime]: 2025-04-25 19:11:50,[content]: 【波兰央行大力囤金，黄金储备9年间增4倍】波兰中央银行波兰国家银行24日宣布，波兰黄金储备总量突破500吨，自2016年以来增加4倍，在国家外汇储备中占比已超过两成。（新华社）
[datetime]: 2025-04-25 19:11:21,[content]: 【金证股份：2025年第一季度净亏损9519.6万元】金证股份公告，2025年第一季度营业收入5.21亿元，同比下降52.13%。净亏损9519.6万元，去年同期净亏损7954.42万元。
[datetime]: 2025-04-25 19:10:04,[content]: 【复星医药：控股子公司与Alvogen Korea签订许可协议】复星医药4月25日晚间公告，公司控股子公司复宏汉霖与Alvogen Korea签订《许可协议》，复宏汉霖授予Alvogen Korea于许可区域（即韩国）及领域（即广泛期小细胞肺癌（ES-SCLC）、非鳞状非小细胞肺癌（nsNSCLC）、转移性结直肠癌（mCRC）、胃癌（GC）和食管鳞状细胞癌（ESCC）适应症）独家商业化（包括但不限于销售、进口、分销等）斯鲁利单抗注射液的权利。根据约定，Alvogen Korea应就许可产品向复宏汉霖支付至多1450万美元（包括首付款、监管里程碑款项）。基于许可产品于许可区域的年度净销售额达成情况，Alvogen Korea应依约向复宏汉霖支付至多9750万美元的商业销售里程碑款项。
[datetime]: 2025-04-25 19:09:22,[content]: 【今年一季度全国结婚登记181万对，较去年同期减少15.9万对】民政部官网4月25日发布的《2025年1季度民政统计数据》显示，今年一季度，全国结婚登记181万对，离婚登记63万对，结婚登记数量较2024年一季度进一步下降。此前，2024年一季度，全国结婚登记196.9万对，离婚登记57.3万对。相较而言，今年一季度结婚登记数减少了15.9万对，离婚登记数则增加了5.7万对。（澎湃）
[datetime]: 2025-04-25 19:08:27,[content]: 瑞士央行行长：加密货币有非常高的波动，危机情况下的市场流动性值得怀疑。
[datetime]: 2025-04-25 19:07:39,[content]: 【滨江集团：2024年净利润25.46亿元，同比增长0.66%】滨江集团公告，2024年营业收入为691.52亿元，同比下降1.83%；归属于上市公司股东的净利润为25.46亿元，同比增长0.66%；基本每股收益为0.82元/股，同比增长1.23%。公司拟向全体股东每10股派发现金红利0.82元（含税），送红股0股（含税），不以公积金转增股本。
[datetime]: 2025-04-25 19:07:36,[content]: 【新日股份：2024年净利润2562.46万元，同比下降70.88%】新日股份公告，2024年营业收入35.11亿元，同比下降14.49%。归属于上市公司股东的净利润2562.46万元，同比下降70.88%。基本每股收益0.11元／股，同比下降72.50%。公司拟以实施权益分派股权登记日的总股本为基数，向全体股东每10股派发现金红利1元（含税）。
[datetime]: 2025-04-25 19:07:33,[content]: 【中证协：积极运用AI大模型重塑投资者教育和服务模式】中国证券业协会投资者服务与保护专业委员会主任委员（扩大）会议日前在北京召开。会议聚焦证券行业投资者保护实践问题开展研讨，审议并通过了专业委员会2025年重点工作计划。会议要求，专业委员会要具体把握深化行业投资者保护、优化投资者服务质效这两条主线。要以落实法律法规、监管制度、自律规则为抓手，不断完善投资者保护制度机制体系，深化投资者教育，培育理性投资文化。积极运用AI大模型等前沿科技重塑投资者教育、服务模式，持续提升客户服务体验，帮助投资者提升获取市场信息、金融知识的便利度、准确性与专业性，切实提升投资者获得感、满意度。（上证报）
