stock_code,trade_date,close,macd_dif,macd_dea,macd,kdj_k,kdj_d,kdj_j,rsi_6,rsi_12,rsi_24,boll_upper,boll_mid,boll_lower,cci,turnover_rate,turnover_rate_f,volume_ratio,pe_ttm,pb,ps_ttm,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv,stock_name,area,industry,list_date
601616.SH,20241231,4.39,0.103,0.065,0.076,64.473,52.841,87.738,66.478,63.556,61.85,4.425,4.02,3.615,180.759,22.204,31.0657,9.04,80.6717,1.5267,4.0059,1.5945,85367.5319,85367.5319,61015.9149,374763.465,374763.465,广电电气,上海,电气设备,20110201
605277.SH,20241231,14.11,0.428,0.475,-0.094,43.359,57.746,14.586,33.623,43.254,48.85,16.451,14.998,13.545,-82.772,9.4633,20.8796,0.78,33.6546,3.2468,1.3233,1.156,32429.7261,31398.2369,14230.6271,457583.4353,443029.1227,新亚电子,浙江,元器件,20210106
301587.SZ,20241231,23.5,-0.615,-0.279,-0.673,7.355,11.418,-0.77,23.073,33.883,42.123,28.654,26.258,23.861,-138.731,5.5029,5.5029,0.91,41.8153,1.7277,5.3212,,14732.804,3054.5771,3054.5771,346220.894,71782.5619,中瑞股份,江苏,电气设备,20240408
301128.SZ,20241231,57.0,0.532,0.065,0.936,67.016,62.711,75.627,53.605,53.449,52.753,59.511,55.444,51.376,78.519,11.2459,11.2459,0.9,44.459,4.9337,4.0018,1.2281,7388.6622,2862.0181,2862.0181,421153.7454,163135.0317,强瑞技术,深圳,专用机械,20211110
300680.SZ,20241231,23.96,-0.181,-0.041,-0.28,42.449,38.218,50.91,38.868,43.28,49.223,27.136,25.112,23.088,-79.825,3.4605,3.838,1.0,27.221,3.0073,2.424,0.8248,23102.4278,17253.8539,15556.6743,553534.1701,413402.3394,隆盛科技,江苏,汽车配件,20170725
603110.SH,20241231,14.4,-0.466,-0.147,-0.638,17.455,16.419,19.528,32.871,38.054,45.829,18.474,16.109,13.744,-71.634,3.2665,4.2468,0.95,58.2198,4.1299,7.2275,,20122.6732,20122.6732,15477.4789,289766.4941,289766.4941,东方材料,安徽,染料涂料,20171013
600987.SH,20241231,6.94,-0.077,-0.059,-0.037,31.692,29.731,35.613,34.415,39.465,44.097,7.544,7.169,6.794,-61.79,0.7993,1.6665,0.95,9.9953,1.1724,0.6434,4.4498,102081.8873,102081.8873,48964.009,708448.2979,708448.2979,航民股份,浙江,纺织,20040809
688521.SH,20241231,52.43,1.989,1.755,0.468,54.139,60.942,40.532,42.698,49.137,52.888,59.377,52.488,45.598,22.1,3.6546,6.0024,1.03,,11.2772,11.7993,,50035.5082,49777.3191,30306.9154,2623361.6949,2609824.8404,芯原股份,上海,半导体,20200818
603179.SH,20241231,42.7,-1.104,-0.908,-0.393,12.13,17.603,1.184,20.356,31.761,41.371,47.601,45.218,42.836,-133.15,0.6399,1.0496,0.79,22.37,4.0178,1.6183,0.7026,48730.3545,48730.3545,29708.8793,2080786.1372,2080786.1372,新泉股份,江苏,汽车配件,20170317
300833.SZ,20241231,44.15,0.336,0.819,-0.967,21.097,26.464,10.363,35.616,44.729,49.432,49.96,46.22,42.481,-113.063,1.9985,4.3016,0.67,17.7844,2.3378,4.5025,3.624,12649.05,8126.0074,3775.188,558455.5575,358763.2267,浩洋股份,广东,专用机械,20200520
688210.SH,20241231,19.96,0.044,0.038,0.011,52.944,58.434,41.962,40.281,45.639,48.362,21.242,20.368,19.494,-47.239,4.3428,4.9007,0.87,36.5033,2.5688,4.0702,,16024.1309,10738.6318,9516.3037,319841.6528,214343.0907,统联精密,深圳,元器件,20211227
300781.SZ,20241231,59.03,-1.777,-0.383,-2.788,7.768,12.845,-2.385,20.589,34.021,44.177,79.663,68.789,57.915,-114.072,5.9334,9.6995,0.97,144.1493,9.0979,7.6377,0.0847,10996.9792,8110.4185,4961.3124,649151.6822,478758.0041,因赛集团,广东,广告包装,20190606
603130.SH,20241231,22.15,0.13,0.248,-0.237,48.177,46.93,50.673,50.878,51.176,54.313,22.971,22.226,21.482,12.818,2.8859,4.1009,1.35,31.8003,2.3495,1.2396,1.8059,13751.42,5106.345,3593.4246,304593.953,113105.5418,云中马,浙江,纺织,20221118
601208.SH,20241231,7.54,-0.177,-0.128,-0.098,17.939,19.323,15.171,23.745,32.029,41.751,8.72,8.089,7.459,-103.4,1.3295,1.7971,1.34,26.0917,1.546,1.6266,2.0215,89678.4453,89678.4453,66343.9378,676175.4776,676175.4776,东材科技,四川,化工原料,20110520
688561.SH,20241231,26.83,-0.86,-0.561,-0.597,10.404,14.899,1.415,15.904,28.421,40.219,32.569,29.913,27.257,-144.981,0.928,2.3936,1.54,154.8797,2.0407,3.3627,,68517.2377,68517.2377,26563.5512,1838317.4875,1838317.4875,奇安信-U,北京,软件服务,20200722
603192.SH,20241231,14.84,-0.258,-0.089,-0.337,14.691,19.842,4.388,26.374,33.748,42.614,17.392,16.068,14.745,-111.244,0.727,2.4489,1.12,23.9702,1.3806,0.7531,1.1916,14115.3667,13866.6667,4116.6667,209472.0418,205781.3338,汇得科技,上海,化工原料,20180828
300853.SZ,20241231,25.08,1.35,1.366,-0.033,58.535,52.286,71.033,56.938,57.643,58.275,28.565,23.824,19.083,29.858,20.4436,22.9266,0.87,,4.288,23.7257,0.7806,14694.1798,11025.4108,9831.3628,368530.0294,276517.3029,申昊科技,浙江,专用机械,20200724
688230.SH,20241231,46.8,0.493,0.68,-0.373,47.984,62.533,18.885,31.896,42.123,48.875,52.691,49.206,45.721,-76.686,6.5704,6.5704,0.99,47.903,2.4573,15.682,,11760.0,2940.0,2940.0,550368.0,137592.0,芯导科技,上海,半导体,20211201
300890.SZ,20241231,30.26,-0.916,-0.81,-0.211,39.642,25.198,68.53,50.681,43.502,46.842,33.839,31.107,28.375,-45.368,5.4422,5.8915,1.71,72.7548,1.7755,2.5597,0.9718,11903.1443,10695.2083,9879.4514,360189.1465,323637.0032,翔丰华,上海,电气设备,20200917
603150.SH,20241231,26.51,-0.309,-0.138,-0.343,28.575,26.68,32.363,34.397,39.102,45.503,29.582,27.764,25.946,-66.588,1.7217,2.2415,1.21,16.026,1.4772,0.6988,,8548.3,5351.638,4110.532,226615.433,141871.9234,万朗磁塑,安徽,塑料,20220124
601228.SH,20241231,3.39,-0.018,-0.003,-0.03,16.39,18.405,12.361,33.337,40.064,46.531,3.61,3.492,3.374,-87.688,0.3379,1.8876,1.28,25.1528,1.238,1.9022,1.2684,754453.1351,754453.1351,135073.0696,2557596.128,2557596.128,广州港,广东,港口,20170329
688198.SH,20241231,109.01,-2.405,-1.79,-1.229,11.992,14.697,6.582,24.895,31.344,41.11,122.706,115.573,108.439,-117.909,0.1407,0.5277,0.86,144.6345,12.7801,36.9293,,13739.5148,13739.5148,3662.3056,1497744.5083,1497744.5083,佰仁医疗,北京,医疗保健,20191209
300813.SZ,20241231,17.27,-0.876,-0.742,-0.267,12.208,14.986,6.652,21.781,27.395,37.478,21.186,19.078,16.969,-112.963,2.0621,2.915,0.93,216.4166,2.6653,6.7693,0.5214,12119.9219,7604.6423,5379.6057,209311.0512,131332.1725,泰林生物,浙江,医疗保健,20200114
603159.SH,20241231,15.52,0.217,0.42,-0.406,30.73,24.983,42.224,50.831,51.622,55.255,17.923,15.854,13.786,-33.346,1.3539,3.2849,0.99,73.9535,4.3119,4.2174,0.7088,14000.0,14000.0,5770.1,217280.0,217280.0,上海亚虹,上海,专用机械,20160812
688501.SH,20241231,14.03,-0.135,-0.075,-0.12,35.854,28.819,49.923,46.352,46.253,48.97,15.422,14.421,13.42,-24.092,1.2903,2.1535,1.17,17.2872,1.9288,1.3428,,12307.1,12307.1,7373.9094,172668.613,172668.613,青达环保,山东,环境保护,20210716
688133.SH,20241231,18.24,-1.19,-0.726,-0.927,3.081,6.261,-3.281,10.931,24.587,37.913,26.141,21.936,17.73,-105.061,2.1952,3.058,1.26,288.4476,1.0789,1.0556,,16443.6977,16443.6977,11804.1659,299933.046,299933.046,泰坦科技,上海,化工原料,20201030
300548.SZ,20241231,46.41,5.664,3.753,3.821,80.072,83.339,73.537,85.114,85.136,80.357,48.627,31.713,14.799,129.866,27.0586,38.8545,1.09,,8.0083,6.38,0.171,28793.5057,22329.2595,15550.3038,1336306.5995,1036300.9334,博创科技,浙江,通信设备,20161012
603031.SH,20241231,28.6,-0.349,-0.393,0.087,60.416,44.557,92.134,62.901,52.297,51.326,29.778,28.262,26.746,99.325,1.5893,2.4774,1.43,37.0942,3.322,1.3249,1.0851,21112.0,21112.0,13543.9318,603803.2,603803.2,安孚科技,安徽,电气设备,20160822
600696.SH,20241231,12.3,-0.814,-0.43,-0.767,11.565,12.082,10.531,38.967,38.767,44.894,17.564,14.22,10.876,-64.311,6.3671,19.2861,1.58,,7.7648,8.1261,,33446.9431,33446.9431,11042.1947,411397.4001,411397.4001,岩石股份,上海,白酒,19931206
688400.SH,20241231,21.92,-0.245,-0.008,-0.473,25.414,31.611,13.018,31.014,39.9,46.77,26.153,23.926,21.7,-130.135,3.0013,3.0013,1.11,73.5648,2.558,4.4168,,46350.0,23972.2415,23972.2415,1015992.0,525471.5337,凌云光,北京,专用机械,20220706
603119.SH,20241231,22.39,0.48,0.368,0.224,66.329,57.121,84.744,57.315,56.611,56.646,23.311,21.629,19.946,77.284,2.216,2.4524,0.7,36.9059,4.6089,7.9332,0.4798,36374.215,20387.9483,18422.3482,814418.6739,456486.1624,浙江荣泰,浙江,汽车配件,20230801
300762.SZ,20241231,21.03,-0.602,-0.212,-0.781,11.913,16.422,2.894,27.368,36.454,44.953,26.966,23.742,20.517,-109.343,4.342,5.2796,0.98,,5.4911,48.3679,,62796.5772,62796.5772,51644.1879,1320612.0185,1320612.0185,上海瀚讯,上海,通信设备,20190314
688153.SH,20241231,33.46,-1.105,-0.677,-0.857,15.089,19.203,6.862,25.229,34.625,42.726,42.173,37.739,33.305,-141.07,3.8143,5.2252,1.18,155.233,3.5703,5.0258,,42999.7787,11376.2101,8304.3088,1438772.5953,380647.9899,唯捷创芯,天津,半导体,20220412
688602.SH,20241231,6.91,-0.245,-0.163,-0.165,13.359,14.501,11.074,25.67,32.454,41.663,8.529,7.595,6.662,-92.789,1.3164,1.602,0.97,,1.2898,5.0643,,51937.5,25497.7224,20952.5776,358888.125,176189.2618,康鹏科技,上海,化工原料,20230720
300568.SZ,20241231,9.72,-0.323,-0.271,-0.104,25.211,23.163,29.307,29.388,33.371,43.239,11.395,10.41,9.426,-96.936,2.7593,2.8597,1.39,50.5688,1.3276,3.8302,2.2629,134295.697,121384.1104,117121.8731,1305354.1748,1179853.5531,星源材质,深圳,化工原料,20161201
600797.SH,20241231,7.18,-0.056,0.09,-0.292,18.591,18.505,18.762,39.806,44.477,49.834,8.834,7.727,6.62,-60.695,5.2442,6.0021,1.15,116.8189,2.2499,2.1403,0.5571,102752.7102,102752.7102,89777.8302,737764.4592,737764.4592,浙大网新,浙江,软件服务,19970418
688420.SH,20241231,21.78,-0.434,-0.223,-0.423,10.347,15.36,0.322,21.862,31.946,42.489,25.617,23.538,21.458,-103.597,0.7672,0.7672,0.85,25.4886,1.3373,3.0776,,8843.0,3410.9,3410.9,192600.54,74289.402,美腾科技,天津,专用机械,20221209
603139.SH,20241231,14.36,-0.286,-0.049,-0.474,18.899,19.821,17.056,33.876,38.716,45.624,17.446,15.641,13.836,-77.684,1.3794,2.9605,0.87,,1.5745,2.3696,,9988.0,9988.0,4653.5763,143427.68,143427.68,康惠制药,陕西,中成药,20170421
300789.SZ,20241231,14.94,-0.233,-0.081,-0.305,27.849,28.228,27.091,31.176,37.428,45.336,17.489,16.056,14.624,-84.891,2.4236,4.1012,1.29,18.7586,2.1077,2.9032,1.5034,14372.0076,9882.173,5839.9634,214717.7935,147639.6646,唐源电气,四川,运输设备,20190828
688173.SH,20241231,11.08,-0.29,-0.066,-0.449,14.123,21.618,-0.866,23.471,33.705,43.232,14.282,12.855,11.428,-205.225,2.4787,2.9464,0.99,,2.8757,9.5216,,41030.9104,23864.6853,20076.8737,454622.4872,264420.7131,希荻微,广东,半导体,20220121
300583.SZ,20241231,19.55,-1.096,-0.775,-0.642,13.706,14.74,11.637,18.725,27.427,39.968,26.222,22.79,19.358,-104.819,2.4928,4.6556,1.35,,1.9091,3.3066,2.3018,18970.2126,18614.8926,9967.0744,370867.6563,363921.1503,赛托生物,山东,化学制药,20170106
603071.SH,20241231,12.92,0.023,-0.008,0.063,45.758,35.991,65.293,64.005,58.119,55.425,13.102,12.642,12.181,123.732,1.1812,4.0808,2.24,9.4508,1.3573,0.1695,5.418,55795.4442,55795.4442,16150.0481,720877.1391,720877.1391,物产环能,浙江,批发业,20211216
600886.SH,20241231,16.62,0.232,0.22,0.025,64.287,59.168,74.524,61.617,60.401,57.084,16.8,16.269,15.738,78.331,0.3662,1.173,1.07,17.1336,2.1987,2.1156,2.9771,745417.9797,745417.9797,232683.3436,12388846.8226,12388846.8226,国投电力,北京,水力发电,19960118
603051.SH,20241231,24.11,-1.023,-0.771,-0.502,10.649,13.661,4.626,12.056,21.658,35.636,29.447,26.85,24.253,-132.845,3.2281,3.2324,1.35,279.5264,1.6394,1.1057,,10462.2981,6119.0886,6110.9986,252246.0072,147531.2261,鹿山新材,广东,塑料,20220325
603291.SH,20241231,11.63,0.049,-0.016,0.129,79.832,62.666,114.164,76.621,62.113,56.254,11.93,11.18,10.43,123.959,5.4674,11.3355,1.6,27.0714,2.8053,4.5151,1.5907,42322.0604,12994.3077,6267.4567,492205.5625,151123.7986,联合水务,江苏,水务,20230327
300873.SZ,20241231,16.91,-0.252,-0.097,-0.309,19.629,21.507,15.872,28.214,37.812,45.223,19.858,18.228,16.597,-113.66,1.4674,2.3103,1.23,15.3826,1.3247,2.2682,2.3303,23060.1779,16923.9685,10749.3654,389947.6083,286184.3073,海晨股份,江苏,仓储物流,20200824
688270.SH,20241231,35.0,-0.684,0.201,-1.769,8.129,12.803,-1.22,15.054,31.22,44.3,46.242,40.814,35.385,-165.043,3.4538,3.4538,1.25,159.3912,3.5238,25.592,,21405.16,14423.1696,14423.1696,749180.6,504810.936,臻镭科技,浙江,半导体,20220127
603273.SH,20241231,16.52,-0.421,-0.012,-0.819,8.752,17.904,-9.552,22.68,32.977,41.1,21.832,19.099,16.366,-112.815,6.9848,6.9848,0.74,86.0966,4.1596,5.3882,0.8172,21431.34,5605.84,5605.84,354045.7368,92608.4768,天元智能,江苏,专用机械,20231023
601857.SH,20241231,8.94,0.193,0.14,0.105,83.746,81.582,88.073,67.118,66.446,60.585,9.079,8.572,8.064,93.929,0.096,1.413,0.81,10.0994,1.0981,0.5481,5.0336,18302097.7818,16192207.7818,1099851.2248,163620754.1693,144758337.5693,中国石油,北京,石油开采,20071105
688788.SH,20241231,31.68,-0.174,0.309,-0.967,10.481,14.8,1.843,33.985,42.614,48.847,37.849,34.231,30.613,-94.759,0.7128,1.7425,1.13,,1.4862,12.5469,,10574.7925,10574.7925,4325.7994,335009.4264,335009.4264,科思科技,深圳,通信设备,20201022
300971.SZ,20241231,20.3,-0.354,-0.122,-0.464,16.241,20.222,8.277,28.42,36.738,44.388,24.162,22.1,20.038,-106.991,3.2026,3.6372,0.96,27.3543,1.7173,4.336,1.2315,8400.0,6575.8438,5790.1938,170520.0,133489.6291,博亚精工,湖北,机械基件,20210415
300952.SZ,20241231,20.83,-0.246,0.155,-0.803,16.736,18.217,13.774,28.581,39.472,46.728,26.983,23.454,19.926,-104.181,5.0887,6.2233,1.61,28.4112,2.5675,2.6261,1.2018,14538.0454,5485.2653,4485.2653,302827.4857,114258.0762,恒辉安防,江苏,纺织,20210311
301268.SZ,20241231,16.58,-0.713,-0.434,-0.559,6.01,8.22,1.591,12.406,27.202,40.329,21.408,18.872,16.335,-137.655,0.9836,1.3164,0.97,,2.9685,2.3571,1.5078,40001.1274,18000.6724,13449.7594,663218.6923,298451.1484,铭利达,深圳,机械基件,20220407
301413.SZ,20241231,53.51,1.025,1.969,-1.887,31.717,40.4,14.35,34.002,43.673,49.915,67.002,59.58,52.159,-145.694,4.4117,6.3872,0.74,64.7392,4.4326,6.1162,0.4313,9840.1985,5751.9941,3972.9218,526549.0217,307789.2043,安培龙,深圳,电器仪表,20231218
603298.SH,20241231,17.89,0.145,0.147,-0.004,40.506,51.29,18.939,37.853,46.806,49.514,18.735,18.07,17.404,-80.269,0.6776,1.7703,0.92,11.7872,2.413,1.421,1.9963,130981.2049,130981.2049,50135.7401,2343253.7557,2343253.7557,杭叉集团,浙江,工程机械,20161227
301295.SZ,20241231,20.9,-0.473,-0.275,-0.395,24.474,26.709,20.003,31.413,37.098,44.201,24.631,22.606,20.582,-92.287,4.3332,4.3332,1.09,64.8371,2.2004,3.6773,1.7088,10080.0,2940.0,2940.0,210672.0,61446.0,美硕科技,浙江,电气设备,20230628
601877.SH,20241231,23.41,0.239,0.168,0.142,72.043,68.002,80.126,67.033,61.412,58.08,23.617,22.786,21.956,156.655,0.9131,1.9438,1.69,11.9992,1.2054,0.8242,2.3494,214896.8976,214896.8976,100947.8178,5030736.3728,5030736.3728,正泰电器,浙江,电气设备,20100121
301017.SZ,20241231,11.95,-0.448,-0.209,-0.479,7.304,12.129,-2.347,21.078,31.965,42.446,15.502,13.644,11.785,-103.129,1.3349,4.0397,0.91,,2.3252,0.4976,0.4153,40535.2726,24335.2726,8041.5026,484396.5076,290806.5076,漱玉平民,山东,医药商业,20210705
300972.SZ,20241231,80.41,1.863,1.977,-0.228,62.028,50.748,84.587,70.942,62.35,61.25,82.84,75.939,69.038,111.202,2.195,4.1243,2.23,250.856,15.7977,0.5788,,17998.9761,15575.8146,8289.4146,1447297.6682,1252451.252,万辰集团,福建,种植业,20210419
301283.SZ,20241231,25.71,-0.427,-0.142,-0.57,15.925,22.263,3.247,27.249,36.602,44.201,29.305,27.183,25.061,-110.369,1.6921,2.3122,1.0,21.4993,1.3421,1.0761,2.5013,8000.0,4545.4079,3326.4512,205680.0,116862.4371,聚胶股份,广东,日用化工,20220902
301498.SZ,20241231,78.32,3.324,2.698,1.253,78.827,76.565,83.35,84.895,77.343,69.986,79.289,71.132,62.975,127.511,0.8213,2.2497,0.81,53.5672,7.8667,6.4124,0.5363,40004.45,17902.1919,6536.071,3133148.524,1402099.6696,乖宝宠物,山东,饲料,20230816
002193.SZ,20241231,5.66,-0.125,0.144,-0.538,8.563,10.162,5.364,23.851,37.076,46.583,9.506,7.148,4.79,-84.872,5.6291,7.6736,0.72,,1.1606,3.5052,,26171.555,26171.405,19198.3885,148131.0013,148130.1523,如意集团,山东,纺织,20071207
688002.SH,20241231,47.01,0.242,0.335,-0.186,34.29,44.369,14.131,33.553,42.548,49.869,50.589,48.656,46.724,-82.641,1.5697,2.0822,0.84,36.1083,4.1848,5.2855,,45492.2651,45492.2651,34295.2521,2138591.3824,2138591.3824,睿创微纳,山东,通信设备,20190722
833455.BJ,20241231,6.99,-0.634,-0.45,-0.368,11.97,13.42,9.069,26.986,31.532,41.919,10.822,8.454,6.085,-90.152,1.2871,1.2871,0.92,34.0376,3.6256,8.7664,,17745.0,9292.8457,9292.8457,124037.55,64956.9914,汇隆活塞,辽宁,专用机械,20230621
301037.SZ,20241231,10.31,-0.333,-0.18,-0.307,31.635,24.756,45.392,42.993,41.245,45.715,12.761,11.109,9.456,-40.948,8.3947,10.5863,1.45,,2.0096,0.6633,,13950.1778,4990.0028,3956.9369,143826.3331,51446.9289,保立佳,上海,染料涂料,20210730
832000.BJ,20241231,17.94,-1.108,-0.474,-1.268,4.691,8.618,-3.163,14.172,30.276,43.822,26.131,22.049,17.967,-159.308,2.9756,5.1616,0.85,26.1293,2.7678,3.5793,,9168.0,4830.63,2784.78,164473.92,86661.5022,安徽凤凰,安徽,汽车配件,20201223
300722.SZ,20241231,27.02,-0.615,-0.598,-0.034,33.107,34.255,30.81,34.918,38.757,44.633,30.236,28.46,26.684,-85.338,2.212,6.634,1.25,94.1335,12.084,17.0972,0.4935,27675.648,27675.648,9228.0606,747796.009,747796.009,新余国科,江西,航空,20171110
301248.SZ,20241231,15.88,-0.058,0.166,-0.448,27.941,43.065,-2.307,23.761,35.993,45.178,18.808,17.636,16.463,-190.396,5.7095,5.8573,0.67,,1.6355,3.4547,0.6237,15370.5,10180.1625,9923.2875,244083.54,161660.9805,杰创智能,广东,软件服务,20220420
603516.SH,20241231,55.28,2.752,2.524,0.455,72.941,57.903,103.019,78.489,69.337,65.662,55.924,49.447,42.97,153.846,7.5293,11.2449,1.44,194.3642,8.1932,22.8565,0.1799,20184.1779,20184.1779,13514.9039,1115781.3543,1115781.3543,淳中科技,北京,IT设备,20180202
300991.SZ,20241231,20.69,0.747,0.692,0.111,51.762,66.975,21.335,39.083,46.421,50.304,24.386,21.394,18.401,-33.32,28.2111,37.0883,0.97,177.4267,4.6769,4.6607,0.145,14400.0,8989.2,6837.6,297936.0,185986.548,创益通,深圳,元器件,20210520
603170.SH,20241231,15.22,0.155,0.388,-0.467,21.726,29.71,5.758,33.702,42.913,50.62,17.245,16.162,15.079,-133.436,1.4723,1.7571,0.5,26.0702,4.8477,2.3969,3.4494,40001.0,15881.0,13307.268,608815.22,241708.82,宝立食品,上海,食品,20220715
601369.SH,20241231,8.7,-0.012,-0.022,0.021,68.14,57.56,89.299,49.292,49.077,51.027,8.99,8.72,8.451,58.135,0.55,1.4649,1.25,15.6319,1.8375,1.4772,6.5517,172559.9033,169136.7233,63507.861,1501271.1587,1471489.4927,陕鼓动力,陕西,机械基件,20100428
688622.SH,20241231,60.61,2.879,5.075,-4.393,10.167,14.353,1.793,34.361,48.412,56.678,80.449,66.068,51.688,-89.121,0.9942,2.3495,0.59,,10.2327,15.9384,,6999.7606,6999.7606,2961.9083,424255.49,424255.49,禾信仪器,广东,电器仪表,20210913
603390.SH,20241231,10.98,0.522,0.48,0.084,52.033,59.27,37.559,45.334,53.117,55.883,12.307,10.676,9.046,8.275,5.9183,16.2035,0.71,103.6072,2.4473,6.3535,0.7286,35167.1984,34975.5265,12774.6785,386135.8384,384031.281,通达电气,广东,汽车配件,20191125
300898.SZ,20241231,25.71,0.651,1.308,-1.315,8.849,16.308,-6.07,34.541,45.288,51.209,34.431,28.027,21.624,-94.128,5.7708,13.0909,0.79,30.262,3.3213,3.9542,1.9448,12400.0,11473.4689,5057.826,318804.0,294982.8854,熊猫乳品,浙江,乳制品,20201016
688311.SH,20241231,33.11,0.238,0.459,-0.442,30.372,37.8,15.515,43.924,48.029,51.659,36.348,33.708,31.069,-94.38,1.3635,2.3322,0.77,,3.4351,36.8585,,16038.8596,16026.1336,9369.9008,531046.6414,530625.2835,盟升电子,四川,元器件,20200731
301097.SZ,20241231,36.6,-1.847,-1.378,-0.938,12.804,12.572,13.269,21.576,27.448,38.85,46.778,40.646,34.513,-85.126,1.5638,1.5638,0.58,242.8325,1.8086,5.1685,1.3564,5894.7368,1834.7368,1834.7368,215747.3669,67151.3669,天益医疗,浙江,医疗保健,20220407
300932.SZ,20241231,14.59,0.073,0.256,-0.368,23.319,30.068,9.822,32.607,42.131,50.042,16.687,15.434,14.182,-119.261,1.6367,2.7922,0.8,49.8787,1.9275,1.6095,1.1599,22864.5713,16285.2713,9545.7362,333594.0953,237602.1083,三友联众,广东,电气设备,20210122
603213.SH,20241231,8.71,-0.147,0.035,-0.365,9.531,14.111,0.37,26.483,36.532,44.651,10.789,9.665,8.541,-93.972,0.6312,2.6365,0.72,15.549,2.1018,1.4624,3.2376,43480.5668,43480.5668,10409.9148,378715.7368,378715.7368,镇洋发展,浙江,化工原料,20211111
688662.SH,20241231,34.32,0.535,0.408,0.254,51.068,61.868,29.47,36.774,44.568,49.112,39.344,35.41,31.475,-18.984,3.1801,6.8493,0.74,94.4808,4.4227,6.3356,,8824.0,8824.0,4096.9223,302839.68,302839.68,富信科技,广东,元器件,20210401
603477.SH,20241231,17.75,-0.315,-0.131,-0.367,8.902,14.94,-3.174,20.755,32.984,41.213,20.837,19.308,17.779,-153.262,1.7919,3.5865,1.15,,2.9383,1.8143,,51007.0255,51007.0255,25484.5715,905374.7026,905374.7026,巨星农牧,四川,农业综合,20171218
300912.SZ,20241231,11.5,-0.39,-0.159,-0.462,14.883,18.24,8.17,27.263,34.449,43.082,15.002,13.112,11.223,-95.704,2.9983,4.0791,0.91,,1.9287,1.854,,11498.2,8581.3475,6307.4975,132229.3,98685.4963,凯龙高科,江苏,汽车配件,20201207
688331.SH,20241231,30.11,-1.143,-0.68,-0.925,9.945,11.726,6.383,15.84,30.648,42.256,38.072,33.578,29.083,-109.388,1.4928,1.4928,1.15,,6.9194,10.7661,,54433.2083,16194.7712,16194.7712,1638983.9019,487624.5608,荣昌生物,山东,生物制药,20220331
301196.SZ,20241231,32.87,-0.543,-0.229,-0.628,13.186,16.628,6.303,25.297,34.34,43.888,38.184,35.218,32.251,-98.141,1.9725,1.9725,1.32,17.3709,1.3335,2.3307,4.2499,12480.0,3731.7288,3731.7288,410217.6,122661.9257,唯科科技,福建,专用机械,20220111
603233.SH,20241231,15.06,-0.053,0.066,-0.237,13.652,26.26,-11.564,26.325,37.84,45.986,16.614,15.824,15.033,-204.998,0.5125,1.3354,0.83,20.1715,2.7098,0.6463,4.103,113884.7874,113884.7874,43703.8191,1715104.8982,1715104.8982,大参林,广东,医药商业,20170731
601766.SH,20241231,8.38,0.046,0.026,0.04,67.733,63.972,75.256,62.532,57.111,54.584,8.511,8.253,7.996,105.381,0.4892,1.222,1.35,18.7815,1.4711,0.9864,2.3866,2869886.4088,2432779.8048,974021.9798,24049648.1057,20386694.7642,中国中车,北京,运输设备,20080818
688689.SH,20241231,21.19,-0.501,-0.268,-0.466,23.706,32.074,6.972,26.433,35.159,43.065,25.829,23.509,21.189,-125.85,1.2193,3.9301,1.41,46.1209,2.3363,3.3726,,12890.298,12890.298,3999.198,273145.4146,273145.4146,银河微电,江苏,半导体,20210127
601607.SH,20241231,21.0,-0.018,0.094,-0.223,29.997,31.99,26.011,34.509,42.237,49.005,22.057,21.485,20.913,-141.355,0.6074,1.5303,0.99,19.3423,1.0987,0.2858,2.33,370765.6001,193587.4901,76844.4364,7786077.6021,4065337.2921,上海医药,上海,医药商业,19940324
603093.SH,20241231,11.9,-0.016,-0.007,-0.019,41.713,43.68,37.781,34.219,41.781,47.456,12.809,12.31,11.811,-69.654,1.0465,4.5451,1.51,15.722,1.8289,1.239,0.5546,61006.5893,61006.5893,14046.4993,725978.4127,725978.4127,南华期货,浙江,多元金融,20190830
688387.SH,20241231,5.96,-0.084,-0.029,-0.11,11.758,18.617,-1.96,20.731,33.851,43.732,6.796,6.4,6.004,-132.492,1.5265,1.9693,1.3,,3.1965,3.0353,,341875.0,137875.0,106875.0,2037575.0,821735.0,信科移动-U,湖北,通信设备,20220926
600595.SH,20241231,2.83,-0.04,-0.007,-0.066,9.078,13.445,0.345,19.321,33.025,43.538,3.315,3.072,2.828,-126.923,1.2763,2.1442,1.07,10.3835,0.7812,0.5185,,400943.0114,400790.5114,238559.9749,1134668.7223,1134237.1473,中孚实业,河南,铝,20020626
600423.SH,20241231,2.94,-0.031,0.011,-0.084,26.775,23.72,32.883,42.748,44.041,49.266,3.441,3.108,2.775,-55.674,1.4295,2.1817,0.86,25.209,4.2504,13.1594,,79869.5026,79869.5026,52333.4713,234816.3376,234816.3376,柳化股份,广西,农药化肥,20030717
301280.SZ,20241231,41.67,0.022,0.367,-0.691,26.952,32.757,15.344,32.802,41.346,47.317,48.094,44.786,41.478,-132.766,5.0614,5.2765,1.07,23.3192,2.321,2.7974,2.3718,9770.01,2641.26,2533.5894,407116.3167,110061.3042,珠城科技,浙江,元器件,20221226
